filepath,transcription_clean,utterance_length
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7328j0.wav,wavelet,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7321m0.wav,hawthorne,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7322l0.wav,nothing,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7320n0.wav,childhood,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7326p0.wav,seven,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7327u0.wav,three,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks732840.wav,truck,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7328t0.wav,yields,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7323q0.wav,scallywag,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7320d0.wav,biology,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7322b0.wav,midnight,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7321c0.wav,fancy,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7323a0.wav,payouts,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7326z0.wav,smashed,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks732080.wav,background,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7321w0.wav,join,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks732260.wav,lure,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7320x0.wav,dashboard,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks732170.wav,endure,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks732350.wav,overalls,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7327a0.wav,steakhouse,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7323h0.wav,push,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7326u0.wav,shoe,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks732740.wav,sour,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7320s0.wav,cooperate,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks732120.wav,disrupt,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7321r0.wav,hourly,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks732210.wav,lethargic,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7323l0.wav,represents,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7328o0.wav,women,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7327p0.wav,temptation,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7328e0.wav,vaulted,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7327f0.wav,studio,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks732760.wav,spoons,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7327z0.wav,tourists,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks732890.wav,unroll,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7323f0.wav,points,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7321h0.wav,fragment,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7320i0.wav,cashflow,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ks732/ks7322g0.wav,musician,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi040i0.wav,cashflow,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi043f0.wav,points,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi047z0.wav,tourists,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi04890.wav,unroll,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi04760.wav,spoons,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi048e0.wav,vaulted,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi047f0.wav,studio,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi046u0.wav,shoe,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi04740.wav,sour,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi043h0.wav,push,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi043l0.wav,represents,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi048o0.wav,women,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi047p0.wav,temptation,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi047k0.wav,super,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi048j0.wav,wavelet,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi040n0.wav,childhood,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi046p0.wav,seven,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi048t0.wav,yields,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi047u0.wav,three,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi04840.wav,truck,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi040d0.wav,biology,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi046z0.wav,smashed,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi047a0.wav,steakhouse,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi04260.wav,lure,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi041w0.wav,join,1
/srv/scratch/chacmod/OGI/speech/scripted/07/3/ksi04/ksi04350.wav,overalls,1
/srv/scratch/chacmod/OGI/speech/spontaneous/00/8/ksb0p/ksb0pxx0.wav,a b c d e f g <unk> h i j k l m n o p q r s t u v w x y and z i like almost everyday i like everyday doing what i like to be busy playing or watching t v <unk> t v <unk> uhm how many shows i like to watch uhm like how much this show called <unk> dinosaurs it's on <unk> on in the morning <unk> dinosaurs fight or something there's some good dinosaurs and there and there's some bad dinosaurs uhm superman pron <unk> superman like uhm tries to save people and things,104
/srv/scratch/chacmod/OGI/speech/spontaneous/00/8/ks033/ks033xx0.wav,a b c d e f g h i j k l m n o p q r s ln t u v w x ln y and z uhm my mom is to uh no this summer my mom's going to teach me some uh first grade things and stuff next year i'm going to go into first grade <unk> mmm hmm i don't know i play with my friends and color okay mm like tag ln and and also there's this big mountain bn over there which bn we call mountain bn climbing and stuff things like that <unk> uhm when a person says i'm it you have to uhm the other person runs bn and bn you bn got bn to bn get them,127
/srv/scratch/chacmod/OGI/speech/spontaneous/00/8/ksb3w/ksb3wxx0.wav,a sing b sing c sing d sing e sing f sing g sing h sing i sing j sing k sing l sing m sing n sing o sing p sing q sing r sing s sing t sing u sing v sing w sing x sing y sing and sing z sing n i don't know i only have a brother uhm he's three and well sometimes we we uhm i don't know uhm well my mom she works a lot at my at grandpa's <unk> my dad uhm he uhm i don't know well well one one animal uhm doesn't have a collar but i bn like it and he's a cat ln and her name is book pron and she sometimes she goes at our neighbors' house black and white i have a stuffed bear that i like it's and it's it's brown and it has a red bow uhm i don't know uhm well he he has uhm brown eyes and kind of has blonde hair,171
/srv/scratch/chacmod/OGI/speech/spontaneous/00/6/ksb0a/ksb0axx0.wav,i can't i don't i ca b h i j k l m n o p q r s t u v ln w x y z a dog and a cat and i have a rat and even a a hamster my kitty plays with my other bn kitty bn we were we were gonna we were gonna get a baby kitty but we don't know if we're gonna get it today my well my dog all that he does is he eats my rat plays in his cage i it's not my hamster it's my brother's dont know what he does because he he doesn't live here he lives in butte uu my a lot of nights she cooks but sometimes we uhm eat dinner and and maybe we we and then sometimes we go out and then we eat,142
/srv/scratch/chacmod/OGI/speech/spontaneous/00/6/ks00w/ks00wxx0.wav,a b c d e f g h bn i bn j k l m o p q r s ln t bn u v w x pron y and z what do i say <unk> okay hmm we talk about your family once upon a time there were three bears uhm their mom uhm got bn their bn breakfast bn and some milk and then they went bn out for a picnic while their bn uhm breakfast bn was bn getting bn warm bn and then uhm goldielocks scooted bn over bn and then she ate it all up and then uhm she went upstairs and tried some beds and then on the last one she it was uh he right size and then the three bears came back and then uhm they went upstairs and then uhm goldielocks <unk> they scared her her away,146
/srv/scratch/chacmod/OGI/speech/spontaneous/00/6/ksb3x/ksb3xxx0.wav,a bs bn b <unk> c <unk> d <unk> e <unk> f <unk> g <unk> h <unk> i <unk> j <unk> k <unk> l <unk> m <unk> n <unk> o <unk> p <unk> q <unk> r <unk> s <unk> t <unk> u <unk> v <unk> w <unk> x <unk> y <unk> z <unk> <unk> sh she's black <unk> he's white uhm <unk> somewhere no my bed <unk> two beds uhm my brothers have ln a bed my brothers nice my brother joey does <unk> harvey clarke school <unk>,88
/srv/scratch/chacmod/OGI/speech/spontaneous/00/6/ksb0g/ksb0gxx0.wav,a b c d e f g h i j k l m n o p q r bn s bn t u v w x y and z <unk> mm hmm she's really small and she can climb up the stairs and she can go into my room stairs she can climb up and there's four stairs she can climb up and like what you walk in well outside the door there's bn a mat and then when you walk inside the door there's another mat and long when you go up the stairs in my room there's a door with in my room there i have a bunk bed <unk> no i never did i'm gonna have one for my birthday <unk> uhm september eighth three days with it we catch it outside when uh when i was running from my dad uh hmm i have a dog and two cats and my bird and my bunny <unk> uhm my bird's name is polly and we did everything we could and it flied around and around the house and we tried to catched it my mom and the cat uhm dumped the whole thing over,197
/srv/scratch/chacmod/OGI/speech/spontaneous/00/1/ksb0z/ksb0zxx0.wav,<unk> a long b c long d e,8
/srv/scratch/chacmod/OGI/speech/spontaneous/00/1/ks003/ks003xx0.wav,a sing b sing c sing a sing b sing c sing d sing e sing f sing g sing h sing i sing j sing k sing l sing m sing n sing o sing p sing q sing r sing s sing t sing u sing v sing w sing x sing y sing and z sing now bn i bn know bn my bn a bn b bn c bn cause cause it's going to hurt me <unk> cause cause that's getting wet what i don't know <unk> how come it's not saying <unk> that how come you have to push that uhm come home uhm i will not do that no it's time it's almost time to go home but captains cook are you grown up <unk> what are you going to be when you grow up uhm uhm for halloween <unk> what's he doing i want to be like that ok <unk> a time i want to be like that ok,166
/srv/scratch/chacmod/OGI/speech/spontaneous/00/9/ks036/ks036xx0.wav,<unk> b a b c <unk> and c d <unk> e <unk> g <unk> i <unk> a b c d e f g h i j k ln l m n o p ln q ln r s t ln q v w x y and z <unk> uh go to the beach <unk> uh build sand castles ln <unk> uh once upon a time kid and a girl went ln <unk> in the woods went too far ranger got him and then he ran he went to his dad's cabin there he saw a monster the end <unk> yeah uh johnny grant <unk> yeah go outside play ball <unk> my mom brings me to the store all the time sometimes and my dad mm <unk> cannot play uh intel uh yeah <unk> uh hmm <unk> uh it's blue has colors on it and i don't know it has like colors on it purple something <unk>,156
/srv/scratch/chacmod/OGI/speech/spontaneous/00/5/ks00t/ks00txx0.wav,<unk> a the alphabet ok over there a sing b sing c sing d sing e sing f sing g sing h sing i sing j <unk> a b c d e f g h i j k l m n o p q r s t u b w x y and z uh go play outside <unk> uh i i go ride my bike outside <unk> uh sometimes my junior junior all my stuff's closer to my house uh the a boy is in in our class <unk> love his accent <unk> baseball <unk> a is goes in is inside watching t v up <unk> i read it from up <unk> huh i i got sisters two <unk> ok my sis ter my little sister has four years old and my big sister has seven years old <unk> she m my dad has twenty nine years <unk> that's how many that he is uh i think she's twenty ow she lives she lives in our house and we have our aunt and it's closer to our house but one aunt is there's lives far away from our house me xican i did i don't know where my dad is because i can't say in spanish i mean in english bs,212
/srv/scratch/chacmod/OGI/speech/spontaneous/00/5/ksb09/ksb09xx0.wav,a b c d e f g h i j k l m n o p ln q r s t u v w x y and z one in in april <unk> hmm beads and a star uh ride bikes uh long <unk> she's nice and i love her uh <unk> uh i ride bikes with him uh <unk> the park with me uh swing <unk> and the monkey bars <unk> uhm <unk> drew uh uh my big bear <unk> and <unk> uh he has a different rainbow colors on it <unk> and <unk> i <unk> like to play with my uh my uh little <unk> little <unk> tiny <unk> bunny rabbit <unk>,114
/srv/scratch/chacmod/OGI/speech/spontaneous/00/3/ks00q/ks00qxx0.wav,a sing b sing c sing d sing e sing f sing g sing h sing i sing j sing k sing l sing m sing n sing o sing p sing q sing r sing s sing t sing u sing v sing w sing x sing y sing and z sing <unk> nothing there's luke skywalker <unk> there's <unk> luke bs skywalker my family's name <unk> is <unk> mom <unk> i mean tina rich ben andy josh and jake that's me <unk> <unk> my brother ben is ten and i don't know how old all my other brothers are he's one of the youngest <unk> just play with them outside or inside <unk> uhm it has some blue baskets <unk> where i put my toys in the top one i put my farms in farm toys in and there's a gray one i mean there's a gray box t br hat i put like those castle guys in and i can tell you about the and the <unk> as the bottom blue box is <unk> where bs i bs put bs like bs all bs my <unk> action <unk> figures <unk> and <unk> stuff <unk>,197
/srv/scratch/chacmod/OGI/speech/spontaneous/08/0/ks83w/ks83wxx0.wav,a b c d e f ln g h i j k l m n o p ln q r s t u v ln w ln x y ln z all right how long all right i play ln short stop ln on forest ln grove ln baseball ln team we have played ln three ln practice ln games we've won ln one and lost two ln br me and my friend ln outside of baseball ln have been practicing ln pitching ln and we should be pitching ln this year for awhile ln in a lot of games ln <unk> uh ns all right baseball ln field ln has four ln bases first ln second third and home home plate ln is where the batter stands ln to hit the ball and the catcher stands behind the home plate ln and receives the ball from the pitcher ln there is seven other positions ln there is a first baseman ln which plays bn near first base ln a second baseman which plays ln the farthest off ln from the base than any fielder does the shortstop plays ln between ln the second and third base ln third ln baseman ln plays ln a couple feet ln of third base ln the left fielder ln right fielder ln and center fielder ln all play ln beyond the infield,229
/srv/scratch/chacmod/OGI/speech/spontaneous/08/0/ksj3o/ksj3oxx0.wav,a sing b sing c sing d sing e sing ln <unk> f sing g sing h sing i sing j sing k sing l sing m sing n sing o sing p sing q sing r sing s sing t sing u sing v sing w sing x sing y sing z sing yeah i'm gonna go to chicago with my dad to see my dad and my sister and my other sister and my little brother and we're probably going to go to disneyworld and i really wanted to go there <unk> yeah it's really fun there's a lot of people there <unk> yeah uhm there's lots of buildings and it's very packed it has cars and taxis everywhere and in order to get a taxi ln you have to just whistle laugh and like four of them will pull over <unk> no i used to live in tucson arizona for a couple of years when i was first born but then we moved to oregon <unk> no i don't remember what it's like at all ok we're doing astronomy and minerals and it's really boring because i don't like studying about rocks cause they just sit there and they don't do nothing bn <unk> yeah there's granite sandstone bn uhm igneous mudstone laugh <unk>,217
/srv/scratch/chacmod/OGI/speech/spontaneous/08/0/ks80x/ks80xxx0.wav,a b c d e f g h i j k ln l m n o p ln q ln r s t ln u v w x y z okay in a couple weeks my parents ln are going to las vegas they're leaving me with my aunt and uncle and my bratty cousin and long bn they're staying at the excalibur i think aand i don't know if they're going to go see see siegfried and roy or not their tickets are a little expensve and also in august i'm going to go see the spice girls and i got really really bad tickets because ln i went a day late and i got row o which is way long in the back and i was really mad about that at the civic auditorium i think i'm not sure my aunt and uncle that i'm staying with is my uncle bruce and my aunt gail and uhm they own a liquor store in hillsboro that my mom works at and uhm for some reason bn the long the what i don't know what but they're trying to like build another one in hillsboro just because they don't like my uncle that much and uhm my uncle is on the long the board of something and he's trying to get it so they can't build another one and uhm they just got finished building light rail right next to it which is pretty much uhm reduced business for him and uhm a guy named troy who also works there is tutoring my sister in math,266
/srv/scratch/chacmod/OGI/speech/spontaneous/08/4/ksj40/ksj40xx0.wav,okay a sing b sing c sing d sing e sing f sing g sing h sing i sing j sing k sing l sing m sing n sing o sing p sing ln q ln r s t u v w x y and z well i went to my aunt shepard to florida and i took ln my best friend with me meredith and we long went like to universal studios and we did lots of stuff bn we rode rides and we bought lots of stuff took three hundred dollars and the flight over there was pretty like took forever and long when we got there we really hot cause ln we were wearing jeans and sweatshirts cause we weren't used to that kind of weather and there's palm trees and really hot guys and everything and we're like yes and my parents left us cause we got our own hotel room cause we were with my sister and so we just went around did everything and we like went rollerblading and long we went on all these rides and long just had lots of fun and mm i mean <unk> yeah we went on the beach and we rode four wheelers and horses and stuff and we stayed there for about two weeks and long we saw some concerts ln and well i saw this i don't know who it was it was like some like guy but my parents ln liked him so we saw him and then long uh this one group it was like uhm it was like heavy metal p group or something i don't know how it was but we saw it and my brother went in the mosh pit and he hurt his leg and all it was funny,299
/srv/scratch/chacmod/OGI/speech/spontaneous/08/4/ksj0c/ksj0cxx0.wav,okay a b c d e f g h i j k l m n o p q r s t u v w x y z i got this one at when i went to hawaii with my sister long and my and her fiance in at this marketplace and i got this one when we were on the way home from taking my sister to college bn when sh when we brought her to montana bn and bn college bn i got this one at at the beach at the outlets ln ohh uhm bn i got this long at long my friend gave it to me for long christmas <unk>,113
/srv/scratch/chacmod/OGI/speech/spontaneous/08/2/ksj00/ksj00xx0.wav,yeah a b ln c d e f g j bn k ln l m n s no m n o p q ln r s c no oh god i'm getting messed up a b c ln d e f g j k ln l m n o p ln q ln r s t ln u v w x y and z uh somewhere like west of astoria going to talk this summer i'm going to went to summer school cause i want to went to summer school <unk> and that's it my room is large i have two beds in there uhm my sisters lives in their their room with me uhm the i have my room's color is blue and what else art go to a park and have some fun in there and do a lot of things in my summer,146
/srv/scratch/chacmod/OGI/speech/spontaneous/08/2/ks80b/ks80bxx0.wav,yeah a b ln c d e f g h i j ln k ln l m n o p ln q ln r s t u v w x y z play basketball uhm i'm really good uh i play a point guard and a guard uh i played ln for the school team and we won a lot of our games and i like playing ln with the team ln and uh basketball is just like what i love to do every day and it's my favorite thing to do uhm i like going out to play ln with my friends at like pacific universty bn and play ln with my dad he he's pretty good teaches ln me how to play good and have a good sportsmanship and uh bn i long also play football and just tackle ln people play tackle ln football that's what i like to do,153
/srv/scratch/chacmod/OGI/speech/spontaneous/08/2/ks81b/ks81bxx0.wav,a b c ln d ln e f g h i j k l m n o p q r s ln t ln u v w x y z my favorite ln birthday party is when we took ln all my friends and family bn golf bn miniature bn golfing we bn started ln playing and then we but it got a little boring so we started making up our own obstacles like people standing ln in the way and swinging their golf clubs back and forth ln then bn my bn friends bn started bn playing like they were playing pool using the end of the golf club we ate bn desert bn and bn stuff bn and opened presents at the golf course and then that ln night all my friends spent the night we watched movies and played bn games until ln late at night the next ln morning we went outside ln and played until ln ever one's parents came,165
/srv/scratch/chacmod/OGI/speech/spontaneous/08/1/ks83a/ks83axx0.wav,alphabet ln the whole thing a b ln c d e f g h i j k l m n o p ln q r s t u v w ln x y and z mm it was great it was w it's everything's just pure ln <unk> hands and stuff well i went ln there with ln my uncle cause he used to work ln there and so bn we were ln well yeah actually we went hiking hiking for about ln two days or something yeah yeah i live in forest grove <unk> mm half of my life yeah ohh i lived in california and florida uhm i lived in fresno and winton and san diego <unk> pompano ln beach ln florida mm there is too much violence laugh yeah that's it <unk> uhm my s ister little sister she's kinda she's on ly she's eleven she's got darker skin than i do and she's kinda tall laugh smaller than me but tall for her age my little brother ln uhm he's ln four ln and he's short and he's got a little shaped head and and doesn't have his front teeth they took them out and my mom sh uhm she's she's short she's got little dimples ln and my dad he's kinda like my height and his hair's slicked back laugh bn and he's got really light brown ln eyes and that's it bn,238
/srv/scratch/chacmod/OGI/speech/spontaneous/08/1/ks80h/ks80hxx0.wav,a b c ln d e f g h i j k ln l m n o p ln q ln r s t ln u v w x ln y z this winter ln vacation ln i went to mexico with my mom it was lots of fun we went to uh uhm baja peninsula ln and we stayed ln uhm we camped out at this one beach it has a palm ln grove right next to it and we swam went boogie boarding and snorkeling and s we were in the water almost all the day it was really hot and uh there's a bunch ln of we met a bunch of friends down there and we camped together and then one day we went up to la paz which is a big the capital of baja and uh then stayed ln there for a night ln and we went to the markets and the uh uh and we had this awesome ln ice cream the home made ice cream they made down there it's really good there's lots of boats in la paz it's a big fishing village and uh it was new year's while were down there so we celebrated new year's in la paz and went out to dinner and uh our friends were there so we had a little party ln for that night and uh then we had to fly back we had a really long flight ln all the way back ln and uh i was really tired we got back late and uh the flights were all delayed but when we got back i was i was really tired so i fell asleep really early,284
/srv/scratch/chacmod/OGI/speech/spontaneous/08/1/ks80g/ks80gxx0.wav,a b c d ln e f g h i j k ln l m n o p ln q r s t ln u v w x y z i get out of my bed then i put ln my clothes on go downstairs eat my breakfast put ln my shirt on and my socks and shoes brush my teeth ln get my pack go into the car then we then i come to school i get on the bus i look out at the scenery on the way home when i get home i eat something at my grandparents' house then i walk home from there and i watch ln tv there and i do some of my homework,121
/srv/scratch/chacmod/OGI/speech/spontaneous/08/1/ks80w/ks80wxx0.wav,a b c d e bn f g h i j k l m bn n o p q r s t bn u bn v bn w x y and z i like playing soccer cause like it's fun and uhm i'm i'm on a good team and we're like in the state championship bn and we're gonna go play the championship bn on may second and it's gonna be real fun if we win it it's gonna be real cool cause we ge we'll get to go to california and play their team and if bn we win also we'll be the s ch ampions champions bn of oregon bn and it'll be pretty cool and soccer is my favorite sport and then is basketball and then i l ike i would also like to play basketball but soccer bn i like more than any sport my bn name bn is bn fernando bn and bn my bn parents' names are maria and albert bn and my sist er i have two sisters their names are bn veronica bn and bn jessie bn and bn one of them is long bn eight and the other one is long seventeen and,202
/srv/scratch/chacmod/OGI/speech/spontaneous/08/3/ksj35/ksj35xx0.wav,a b c d e f g h i j k l m n o p ln q r s t u v w x y and z laugh uhm play ln basketball do my nails uhm go out with friends ln visit friends uhm yeah probably ln go to my school ln uhm don't know <unk> no bn i bn lived long in cornelius bn yeah yeah laugh bn uhm titanic laugh uh uhm i dunno it's really good uhm <unk> there's a uhm bn i dunno know it's really good it's long great my mom long is really nice but sometimes she can be really strict my dad long the same my sister's ln a little brat uhm bn uhm that's it,124
/srv/scratch/chacmod/OGI/speech/spontaneous/08/3/ks815/ks815xx0.wav,a b c ln d ln e f g h i j k l m n o p q r s ln t ln u oh my god u v w ln x ln y z <unk> okay my bedroom has long uhm a red light i have a red light in my bedroom and long bn my c loset i have a walk in closet and lots of clothes long and some books i read sometimes and i have like fifty ln movies and fourteen ln c d's and the wedding singer's ln my favorite c d my bed has ln flowers on it and i have a desk ln in my room and a tv ln and a vcr ln and well two desks long ln and i collect porcelain dolls ln and this summer ln i'm going to bend ln and i'm gonna go white water rafting with my parents and my sister and brother and at bend we stay ln at the inn of the seventh mountain and it's really fun and its a family thing ln we do every year,185
/srv/scratch/chacmod/OGI/speech/spontaneous/04/0/ks40v/ks40vxx0.wav,bn a sing bn b sing bn c sing d sing e sing f sing g sing h sing bn i sing bn j sing k sing l sing m sing n sing o sing p sing q sing r sing s sing t sing u sing v sing w sing x sing y sing z sing uhm i was playing soccer at recess and i got kicked in the leg by a er girl shooting for a goal they took me to uhm urgent care and uhm the doctor took an x ray to find out if it was broken and they found out it was they got this little like stocking thing with no toes so they pulled it ln up my leg to about the middle of my thigh then thy got this like insulation and they wrapped it around then they got this blue hard nylon stuff and wrapped it i have to have this one for three weeks and then i get a walking cast for another four weeks uhm no,176
/srv/scratch/chacmod/OGI/speech/spontaneous/04/0/ks42v/ks42vxx0.wav,a b ln c d e f g h i j k l m n o p ln q r s t u v ln w ln x y z plans for this summer are that i am going to washington to my dad's house and me and my washing my dad are gonna go to silverwood in idaho o where ln like the grizzly inn and we're gonna go to montana where my uncle randy lives and we're gonna ride horses and ride motorcycles and chase pigs ln the part ln about chasing pigs ln it's fun because you get to chase them and you get all muddy once you try to jump ln on them probably ln ride ln horses ln <unk> it's orange and black and its name is spritz ln it's it's a big ln horse it's a big mustang it bucks ln because it hasn't been rode on for the last two years and i'm going to be the first one to ride it,169
/srv/scratch/chacmod/OGI/speech/spontaneous/04/0/ksf0b/ksf0bxx0.wav,a b c d e f ln g h i j k l m n o p ln q r s t u v w x y and z i like to play outside i'm going to visit my cousins and my aunt and i might go to a birthday party <unk> uhm they they are moving uh to oregon because they used to live in california and they are very nice my room is big and it has a big closet my favorite uhm <unk> window it has a window uh i like to play with the little kids and uhm i like to watch t v and i sometimes i like to clean house,116
/srv/scratch/chacmod/OGI/speech/spontaneous/04/0/ksf3n/ksf3nxx0.wav,a b c d e f g h i j k l m n o p q r s t u v w x y z i played ln with my sister and brother and gave my mom two mother's day gifts one was five toys ln and one was a corsage i made myself and i uhm had two sandwiches laugh for lunch yesterday and i played ln games with my sister and brother and uhm watched t v uhm homer is the dad and he's really fat and marge is the <unk> uh is the wife and she is really skinny and bart's the little boy and he's he gives into mischief all the time and he lisa is the almost youngest girl and maggie is the youngest,130
/srv/scratch/chacmod/OGI/speech/spontaneous/04/0/ks43r/ks43rxx0.wav,okay a b ln c ln d e f g h i j k l m n o p ln q ln r s t ln u v w x y z i for the weekend i'm gonna go swimming on friday saturday and sunday after s after school on friday i'm going to the hillsboro aquatic center <unk> i jump off the diving board i stay under water for a couple of seconds then i go off then i jump off the very high diving board ln yeah uhm in the summer i'm gonna go for like couple of days i'm gonna go to my for my sister's friend's house and ride horses ln it's in uhm here in forest grove uhm my room is not that big and and i have a tv in there and we and we have uhm wallpaper ln with all with like this sponge painting on it,154
/srv/scratch/chacmod/OGI/speech/spontaneous/04/0/ksf3x/ksf3xxx0.wav,b c d e h i l m n o p ln q r s ln t ln u v w x ln y z i went to my brother's friend and then we went to ln burger king and then we went to the park ln and we uhm came to a house uhm i went down the ln slide mom like <unk> my mom's name's caitlin and my dad's name's miguel and my big brother's ln name's freddie ln and my little brother's eric ln uhm my little brother's four years old and my big brother's ln sixteen years old and i uhm i don't fight with them i always play ln with them and share ln stuff with them cada nitl hand and i mean cada nitl face hay nitl un nitl neve nitl se nitl perrito nitl que nitl se nitl hay nitl muerto nitl there was there was a dog that uhm he died <unk>,160
/srv/scratch/chacmod/OGI/speech/spontaneous/04/4/ks434/ks434xx0.wav,a b c d e f g h i j k l m n o p ln q r s t u v w ln x ln y and z it is big got one light uhm a moment uhm i have one brother ln and and a mom and dad <unk> fourteen my brother's fourteen i got a bunny two ln cats and two ln dogs and that's all the color of the samoyed ln and and the color of a horse and and a horse samoyed s samoyed my favorite ln thing is math ln and reading because you can learn stuff ln and it's ln fun doing subtraction and take away and all that other stuff,119
/srv/scratch/chacmod/OGI/speech/spontaneous/04/2/ksf41/ksf41xx0.wav,a sing b sing c sing d sing e sing f sing g sing h sing i sing j sing k sing l sing m sing n sing o sing p sing q sing r sing s sing t sing u sing v sing w sing x sing y sing and z sing over the weekend i went to super play and i had lots of fun and i went to church and then uhm on saturday me and my mom did a whole bunch of stuff we went out to breakfast and then she bought me a cross stitch uhm sorry piglet and i had lots of fun both days at super play uhm they have games you put tokens ln in and you could earn lots of tickets ln and you can play ln on this big play ln structure and in the bouncing balls in the trampoline and it's really fun,154
